검색어,플랫폼,게시물 URL,게시물 제목,게시물 내용,게시물 등록일자,계정명,수집시간
서울경제,웹페이지(뽐뿌),https://www.ppomppu.co.kr/zboard/view.php?id=freeboard&no=9757097&keyword=%BC%AD%BF%EF%B0%E6%C1%A6,셀토스 풀체 기대되네요,"외관, 실내 모두 디자인 깔끔하게 잘 뽑혔네요 판매량도 실제로 증명하고 있고 거기에 드디어 하이브리드까지 결국은 가격이 관건인데 참 요즘 차 값 생각하면 그래도 괜찮지 싶다가도 조금만 과거를 돌아보면 그냥 차 값 자체가 말이 안되네요 셀토스도 커지고 소프트웨어나 여러모로 엄창나게 발전했지만 그래도 셀토스인데 참.. 이게 ㅋㅋ",2025-12-12,맛좋은젖소,2025-12-12
서울경제,웹페이지(뽐뿌),https://www.ppomppu.co.kr/zboard/view.php?id=stock&no=316653&keyword=%BC%AD%BF%EF%B0%E6%C1%A6,"[단독] 선행매매로 112억 번 기자, 이투데이-서울경제-서울경제TV 거쳤다",,2025-12-12,진공던지기,2025-12-12
서울경제,웹페이지(뽐뿌),https://www.ppomppu.co.kr/zboard/view.php?id=freeboard&no=9756800&keyword=%BC%AD%BF%EF%B0%E6%C1%A6,"[속보] 총리실 국방부 헌법존중 TF, 박정훈 대령 중심 조사분석실 신설",,2025-12-12,eddiio,2025-12-12
서울경제,웹페이지(뽐뿌),https://www.ppomppu.co.kr/zboard/view.php?id=freeboard&no=9757097&keyword=%BC%AD%BF%EF%B0%E6%C1%A6,셀토스 풀체 기대되네요,"외관, 실내 모두 디자인 깔끔하게 잘 뽑혔네요 판매량도 실제로 증명하고 있고 거기에 드디어 하이브리드까지 결국은 가격이 관건인데 참 요즘 차 값 생각하면 그래도 괜찮지 싶다가도 조금만 과거를 돌아보면 그냥 차 값 자체가 말이 안되네요 셀토스도 커지고 소프트웨어나 여러모로 엄창나게 발전했지만 그래도 셀토스인데 참.. 이게 ㅋㅋ",2025-12-12,맛좋은젖소,2025-12-12
서울경제,웹페이지(뽐뿌),https://www.ppomppu.co.kr/zboard/view.php?id=stock&no=316653&keyword=%BC%AD%BF%EF%B0%E6%C1%A6,"[단독] 선행매매로 112억 번 기자, 이투데이-서울경제-서울경제TV 거쳤다",,2025-12-12,진공던지기,2025-12-12
서울경제,웹페이지(뽐뿌),https://www.ppomppu.co.kr/zboard/view.php?id=freeboard&no=9756800&keyword=%BC%AD%BF%EF%B0%E6%C1%A6,"[속보] 총리실 국방부 헌법존중 TF, 박정훈 대령 중심 조사분석실 신설",,2025-12-12,eddiio,2025-12-12
서울경제,웹페이지(뽐뿌),https://www.ppomppu.co.kr/zboard/view.php?id=freeboard&no=9757097&keyword=%BC%AD%BF%EF%B0%E6%C1%A6,셀토스 풀체 기대되네요,"외관, 실내 모두 디자인 깔끔하게 잘 뽑혔네요 판매량도 실제로 증명하고 있고 거기에 드디어 하이브리드까지 결국은 가격이 관건인데 참 요즘 차 값 생각하면 그래도 괜찮지 싶다가도 조금만 과거를 돌아보면 그냥 차 값 자체가 말이 안되네요 셀토스도 커지고 소프트웨어나 여러모로 엄창나게 발전했지만 그래도 셀토스인데 참.. 이게 ㅋㅋ",2025-12-12,맛좋은젖소,2025-12-12
서울경제,웹페이지(뽐뿌),https://www.ppomppu.co.kr/zboard/view.php?id=stock&no=316653&keyword=%BC%AD%BF%EF%B0%E6%C1%A6,"[단독] 선행매매로 112억 번 기자, 이투데이-서울경제-서울경제TV 거쳤다",,2025-12-12,진공던지기,2025-12-12
서울경제,웹페이지(뽐뿌),https://www.ppomppu.co.kr/zboard/view.php?id=freeboard&no=9756800&keyword=%BC%AD%BF%EF%B0%E6%C1%A6,"[속보] 총리실 국방부 헌법존중 TF, 박정훈 대령 중심 조사분석실 신설",,2025-12-12,eddiio,2025-12-12
